Rank,Company_Name,Headquarters,Sectors,Total_Dataset_Score,Policy_Governance_Score,Transparency_Score,History_Modifier,Record_Count,Years_Tracked,Positive_Effect_Ratio,Has_Modern_Slavery_Policy,Has_Director_Signoff,Has_Board_Oversight,Has_Detailed_Disclosure,Assessment_Date
232,Hermès,FR,"Clothing & textile;Luggage, backpacks & bags",32,25,7,1.2,6,4,0.833,True,True,True,False,2025-07-01
233,HgCapital LLP,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
234,Edenred (UK Group) Ltd.,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
235,Hitachi (part of Hitachi Group),JP,"Construction;Electrical appliance;Medical equipment/supplies;Technology: Electronics, Internet and telecom providers",32,25,7,1.2,12,4,1.0,True,True,True,False,2025-07-01
236,Hilton,US,Hotel,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
237,Hilti (Gt.Britain) Limited,GB,Machine & machine tools,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
238,Hills Group Limited (The),GB,Services: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
239,Hoare Lea LLP,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
240,Eakin Investments Limited,GB,Health and social care,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
241,Holidaybreak Limited,GB,Tourism,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
242,Hogan Lovells,GB,Law firms,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
243,Vinci Energies,FR,"Building materials & equipment;Engineering;Oil, gas & coal",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
244,Vinci,FR,Construction,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
245,Victrex plc,GB,Chemical: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
246,EY (Ernst & Young),GB,"Auditing, consulting & accounting",32,25,7,1.2,4,3,1.0,True,True,False,False,2025-07-01
247,ERM Worldwide Group Ltd,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
248,Honda,JP,Automobile & other motor vehicles,32,25,7,1.2,8,4,1.0,True,True,True,False,2025-07-01
249,Sureserve Group plc,GB,Services: General,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
250,Swire Pacific Offshore Holdings Limited,SG,"Shipping, ship-building & ship-scrapping",32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
251,Agilisys Limited,GB,Technology: Other,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
252,bioMérieux,FR,Biotechnology,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
253,Sweco UK Holding Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
254,Swansea City Association Football Club Limited,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
255,Swan Housing Association Group,GB,Charity/Non-Profit,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
256,Homes for Haringey,GB,Charity/Non-Profit,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
257,Homes England,GB,Public Entities,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
258,Wates Group Limited,GB,Engineering,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
259,Hoya,JP,Health and social care;Medical equipment/supplies,32,25,7,1.1,3,3,0.667,True,True,True,False,2025-07-01
260,Howden Joinery Group Plc,GB,Logging & lumber,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
261,Howard Kennedy LLP,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
262,Thomas Cook,GB,Tourism,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
263,Thomas Armstrong (Holdings) Ltd,GB,Construction & building materials: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
264,Airedale Chemical Company Limited,GB,Chemical: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
265,Airbus SE,NL,Military/weapons/security equipment: General;Security companies,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
266,Airbnb,US,"Hotel;Technology: Information, communication and social media platforms;Tourism",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
267,Air Charter Service Limited,GB,Freight handling,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
268,Svitzer Marine Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
269,Hovis Limited,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
270,Hugo Boss,DE,Clothing & textile;Footwear;Retail,32,25,7,1.2,6,3,0.833,True,True,True,False,2025-07-01
271,ECO Animal Health Group Plc,GB,Pharmaceutical,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
272,ENGIE Services Holding UK Limited,GB,Utilities: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
273,EMH Group,GB,Charity/Non-Profit,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
274,Vestas,DK,Energy;Wind energy,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
275,Vertu Motors plc,GB,Automobile & other motor vehicles,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
276,Sumitomo Electric Wiring Systems (Europe) Ltd,GB,Auto parts,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
277,Sumitomo Electric Europe Ltd,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
278,Sumitomo Corporation (part of Sumitomo Group),JP,"Mining;Technology: Electronics, Internet and telecom providers",32,25,7,1.2,6,4,1.0,True,True,True,False,2025-07-01
279,Sulzer AG,CH,Machine & machine tools,32,25,7,1.1,4,3,0.75,True,True,True,False,2025-07-01
280,Sun Life Assurance Company of Canada (UK) Limited,GB,Insurance,32,25,7,1.1,4,4,0.75,True,True,True,False,2025-07-01
281,Hunting PLC,GB,Energy,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
282,E .P. Barrus Ltd,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
283,EGGER,AT,Logging & lumber,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
284,EDF,FR,Energy;Hydrogen,32,25,7,1.2,5,3,1.0,True,True,True,False,2025-07-01
285,Huntswood CTC Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
286,Durbin plc,GB,Health and social care,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
287,E.ON,DE,"Energy;Hydrogen;Oil, gas & coal",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
288,E.G.L. Homecare Ltd,GB,Household products,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
289,ICICI,IN,Unknown,32,25,7,1.2,7,4,1.0,True,True,True,False,2025-07-01
290,IKO plc,GB,Building materials & equipment,32,25,7,1.2,6,4,1.0,True,True,False,False,2025-07-01
291,IHS Markit Ltd,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
292,IHG Hotels & Resorts,GB,Hotel,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
293,IG Group Holdings Plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
294,IMI,Unknown,Unknown,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
295,Thompson & Capper Limited,GB,Health Sector: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
296,Aldermore Group PLC,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
297,Alcumus Group Limited,GB,Technology: Other,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
298,Albert Bartlett,GB,Agriculture & livestock;Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
299,Alfred H. Knight International Limited,GB,Metals & steel;Mining,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
300,Alfred H Knight Consultancy Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
301,Aker Solutions ASA,NO,Energy,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
302,IMC Worldwide Ltd,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
303,ITV,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
304,Drax,GB,Energy,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
305,Dunelm Group,GB,Furniture,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
306,Dunbia,GB,Food & beverage,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
307,ISS,DK,Cleaning & maintenance,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
308,ISG,GB,Construction;Engineering,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
309,Ibstock plc,GB,Construction & building materials: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
310,Stock Spirits Group Plc,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
311,Allergan,US,Pharmaceutical,32,25,7,1.1,3,3,0.667,True,True,True,False,2025-07-01
312,Allen & Overy,GB,Law firms,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
313,Allegis Group (UK) Holdings Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
314,Subsea 7,GB,Engineering,32,25,7,1.2,4,3,1.0,True,True,False,False,2025-07-01
315,Wellcome Trust Ltd,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
316,Impact Contracting Solutions Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
317,Imagination Europe Ltd,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
318,Verizon,US,"Entertainment;Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
319,Veritas Asset Management LLP,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
320,Verastar Ltd.,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
321,Dow Chemical,US,Chemical: General,32,25,7,1.2,5,4,0.8,True,True,True,False,2025-07-01
322,Dow,US,Chemical: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
323,InHealth Group Limited,GB,Health and social care,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
324,Imperial Brands plc,GB,Tobacco,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
325,Impellam Group plc,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
326,Allies and Morrison LLP,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
327,Allied Bakeries Ltd.,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
328,Stella McCartney,GB,Clothing & textile,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
329,Incommunities Group,GB,Real estate: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
330,Domino's Pizza,US,Catering & food services,32,25,7,1.1,4,3,0.75,True,True,True,False,2025-07-01
331,Dormakaba,CH,Unknown,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
332,Dorling Kindersley Limited,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
333,Infinis Energy Services Limited,GB,Renewable energy,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
334,Infineum International Ltd,GB,Chemical: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
335,Indivior PLC,GB,Pharmaceutical,32,25,7,1.2,5,5,1.0,True,True,False,False,2025-07-01
336,Inditex,ES,Clothing & textile;Footwear;Retail,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
337,Innocent Limited,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
338,Dixons Carphone,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
339,Informa plc,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
340,Standard Life Aberdeen plc,GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
341,Standard Chartered,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
342,Alstom,FR,Diversified/Conglomerates,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
343,Alphabet,US,Diversified/Conglomerates,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
344,Insight Direct (UK) Limited,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
345,Direct Line Insurance Group plc,GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
346,Diploma PLC,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
347,Intelsat Global Sales & Marketing Ltd,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
348,Intel,US,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
349,IntegraFin Holdings plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
350,Intermediate Capital Group plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
351,Wesleyan Assurance Society,GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
352,Interserve,GB,Construction,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
353,International Paper,US,Packaging,32,25,7,1.1,3,3,0.667,True,True,False,False,2025-07-01
354,International Nuclear Services Limited,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
355,Stagecoach Group,Unknown,Unknown,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
356,Staffline Group plc,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
357,St. Modwen Properties PLC,GB,Real estate: General,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
358,Alvarez & Marsal Europe Holdings Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
359,Alumasc Group plc (The),GB,Building materials & equipment,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
360,Altro Group Plc,GB,Building materials & equipment,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
361,Dialog Semiconductor plc,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
362,Diageo,GB,Food & beverage,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
363,Intertek,US,"Auditing, consulting & accounting",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
364,Itochu Fibre Limited,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
365,Itochu,JP,"Clothing & textile;Food & beverage;Machine & machine tools;Metals & steel;Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
366,J. Barbour and Sons Ltd.,GB,Clothing & textile,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
367,JLA Ltd,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
368,Deloitte Touche Tohmatsu,GB,"Auditing, consulting & accounting",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
369,Designer Parfums,GB,Perfume,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
370,Derwent London plc,GB,Finance & banking;Real estate: General,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
371,Derek Raphael (Holdings) Ltd,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
372,JCDecaux UK Ltd,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
373,JCB,GB,Construction machinery & vehicles;Machine & machine tools,32,25,7,1.2,10,4,1.0,True,True,True,False,2025-07-01
374,JCA Engineering Ltd,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
375,Spirax-Sarco Engineering plc,GB,Machine & machine tools,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
376,Speedy Hire plc,GB,Wholesale,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
377,Sports Direct (part of Frasers Group),GB,Clothing & textile;Footwear;Retail;Sporting goods,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
378,JP Boden & Co,GB,Unknown,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
379,James Burrell Limited,GB,Building materials & equipment,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
380,Jaguar Land Rover,GB,Automobile & other motor vehicles,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
381,Deichmann,DE,Footwear,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
382,James Fisher and Sons plc,GB,"Oil, gas & coal",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
383,Decidebloom Ltd,GB,Retail,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
384,Dechra Pharmaceuticals plc,GB,Pharmaceutical,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
385,Debenhams.com (part of Boohoo),GB,Clothing & textile;Department stores;Footwear,32,25,7,1.2,5,3,1.0,True,True,True,False,2025-07-01
386,Dell,US,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
387,Deliveroo,GB,Catering & food services,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
388,James Donaldson & Sons Limited,GB,Paper & cardboard,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
389,Amazon.com,US,"Clothing & textile;Entertainment;Express delivery;Retail;Technology: Artificial Intelligence (AI);Technology: Information, communication and social media platforms;Technology: Other",32,25,7,1.1,4,3,0.75,True,True,True,False,2025-07-01
390,Amada United Kingdom Limited,GB,Machine & machine tools,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
391,Amgen,US,Biotechnology,32,25,7,1.1,3,3,0.667,True,True,False,False,2025-07-01
392,Spectris,GB,Manufacturing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
393,"Special Steel Co.,Limited",GB,Metals & steel;Mining,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
394,Dawnus Group Ltd,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
395,Davis Polk & Wardwell London LLP,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
396,Varian Medical Systems,US,Medical equipment/supplies,32,25,7,1.1,3,3,0.667,True,True,False,False,2025-07-01
397,Jelf Insurance Brokers Limited (t/a Marsh Commercial),GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
398,Jisc Services Ltd,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
399,John Menzies plc,GB,Wholesale,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
400,John Lewis (part of John Lewis Partnership),GB,Clothing & textile;Department stores;Retail,32,25,7,1.2,5,5,1.0,True,True,True,False,2025-07-01
401,Johnson Matthey,US,Manufacturing: General,32,25,7,1.2,5,4,0.8,True,True,True,False,2025-07-01
402,Johnson & Johnson,US,Pharmaceutical,32,25,7,1.2,5,3,1.0,True,True,True,False,2025-07-01
403,Space Engineering Services Ltd,GB,Engineering,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
404,Amey,GB,Unknown,32,25,7,1.2,6,4,1.0,True,True,True,False,2025-07-01
405,American Express Services Europe Limited,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
406,Analog Devices,US,"Technology: Electronics, Internet and telecom providers",32,25,7,1.0,4,4,0.5,True,True,False,False,2025-07-01
407,Amtrust International Limited,GB,Insurance,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
408,Timico Limited,GB,Technology: Software & web-based/digital services,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
409,John Wiley & Sons Limited,GB,Media & publishing: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
410,John Turner Construction Group Ltd,GB,Engineering,32,25,7,1.2,4,3,1.0,True,True,False,False,2025-07-01
411,Joules Group Plc,GB,Clothing & textile,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
412,Westbridge Furniture Designs Ltd,GB,Household products,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
413,Westbridge Foods Ltd,GB,Food & beverage,32,25,7,1.2,4,3,1.0,True,True,True,False,2025-07-01
414,Jones Lang LaSalle,US,Unknown,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
415,Just Group,AU,Clothing & textile,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
416,Just Eat,NL,Catering & food services,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
417,Jupiter Fund Management plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
418,Valpak Limited,GB,Services: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
419,Valeo Foods UK Limited,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
420,Vale of Aylesbury Housing Trust,GB,Real estate: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
421,Dairy Crest Group plc,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
422,Danske Bank,DK,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
423,KCOM Group PLC,GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
424,KPMG,NL,"Auditing, consulting & accounting",32,25,7,1.2,6,4,1.0,True,True,True,False,2025-07-01
425,Sophos (part of Ultimatico Safeware),GB,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,5,4,1.0,True,True,False,False,2025-07-01
426,Sony,JP,"Technology: Electronics, Internet and telecom providers",32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
427,South32,AU,Mining,32,25,7,1.2,5,4,1.0,True,True,True,False,2025-07-01
428,Dana Petroleum Limited,GB,"Oil, gas & coal",32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
429,Damartex (UK) Limited,GB,Retail,32,25,7,1.2,4,4,1.0,True,True,False,False,2025-07-01
430,Daiwa Capital Markets Europe Limited,GB,Finance & banking,32,25,7,1.1,3,3,0.667,True,True,True,False,2025-07-01
431,Kames Capital plc,GB,Finance & banking,32,25,7,1.2,3,3,1.0,True,True,False,False,2025-07-01
432,Kainos Group plc,GB,Technology: Other,32,25,7,1.2,4,4,1.0,True,True,True,False,2025-07-01
433,KYOCERA AVX Component Corporation (prior called AVX),US,"Technology: Electronics, Internet and telecom providers",32,25,7,1.1,3,3,0.667,True,True,True,False,2025-07-01
434,Kawasaki Precision Machinery (UK) Limited,GB,Machine & machine tools,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
435,Karro Food Group Ltd,GB,Food & beverage,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
436,DOW Silicones Corporation,US,Chemical: General,32,25,7,1.2,3,3,1.0,True,True,True,False,2025-07-01
